user,item,authors,genres,rating
3636,1279,[774],"[1530, 1540, 1360, 1568, 1377]",3
2402,1911,[542],"[1457, 1448, 1473, 1540, 1377, 1464]",4
4230,242,[169],"[1402, 1377, 1378, 1380]",4
4548,1380,[819],[1374],4
3651,243,[89],[1374],5
4040,1547,[898],"[1540, 1521, 1409, 1568]",3
4449,1382,[820],[1411],3
1510,56,[50],[1398],4
4822,2253,[543],"[1439, 1398, 1370, 1440]",4
1455,1386,[352],"[1590, 1398]",5
1273,798,[496],"[1402, 1379, 1473, 1509]",3
186,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",4
2670,1535,[887],"[1528, 1380, 1613, 1393]",4
508,1926,[1073],[1425],4
2786,771,[509],"[1401, 1443, 1424, 1378]",4
3764,2471,[1273],"[1363, 1370, 1376]",4
2505,2325,[1226],[1472],4
3314,2485,[476],[1366],5
1515,882,[571],"[1479, 1396, 1494, 1385]",3
3953,133,[77],"[1398, 1378, 1363, 1374]",4
2194,1753,[1002],[1403],3
2411,1863,[1052],[1464],4
3163,408,[264],[1360],5
4744,181,[126],"[1369, 1456]",4
4322,1293,[296],[1383],3
3241,1056,[670],"[1419, 1540, 1360, 1457]",4
1782,869,[564],[1411],4
4885,2484,[711],"[1465, 1608]",4
449,689,[407],[1363],3
615,1421,[840],"[1399, 1533, 1360, 1398]",4
1628,767,[507],[1431],4
3927,1310,[789],"[1371, 1459, 1378, 1414]",5
4023,912,[591],"[1472, 1531, 1550]",5
1782,609,[418],"[1360, 1464, 1457]",4
2244,1458,[858],"[1417, 1438, 1416]",5
1182,1050,[207],"[1377, 1418, 1411, 1388, 1425]",4
128,608,[328],[1360],5
3288,2446,[339],[1363],4
4960,2558,[1306],[1475],3
4902,72,[50],"[1378, 1398, 1422]",5
3418,999,[641],"[1540, 1457]",3
3064,1478,[868],"[1394, 1398]",4
2619,1472,[865],[1606],5
1487,968,[331],[1366],4
3628,2306,[1219],[1439],5
3505,1289,[328],[1403],4
1312,1506,[875],"[1402, 1380, 1398, 1480]",4
2067,2295,[685],"[1568, 1409, 1540]",5
3378,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",3
4544,1572,[882],"[1417, 1418, 1372, 1438]",3
2487,648,[126],"[1369, 1456]",5
3159,2324,[682],[1383],4
3782,1322,[797],"[1464, 1398, 1556, 1419, 1434, 1363]",4
1438,290,[211],[1363],3
4214,2013,[983],"[1366, 1369]",4
649,1926,[1073],[1425],3
5049,1597,[496],"[1360, 1457, 1380]",4
3450,561,"[60, 59]",[1366],4
3131,2040,"[543, 50]","[1390, 1398, 1370]",5
788,72,[50],"[1378, 1398, 1422]",4
851,2626,[1144],"[1363, 1374]",5
13,1469,[134],"[1382, 1605]",4
95,1847,[1044],[1369],3
5516,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",3
3499,241,[168],[1451],3
3695,2594,[645],"[1377, 1457, 1380, 1481, 1464]",4
3826,1415,[836],[1366],4
3984,239,[167],[1369],5
1602,1981,[496],[1460],3
1189,2032,[321],[1398],5
2259,458,[327],"[1426, 1376]",2
445,1065,[674],[1452],5
3097,849,[310],"[1453, 1432]",4
4585,2011,[912],"[1363, 1374]",4
4235,107,[70],"[1418, 1414, 1371, 1428]",4
2175,862,[179],"[1547, 1399]",5
2326,1597,[496],"[1360, 1457, 1380]",5
4725,2269,[170],"[1366, 1482]",4
3109,1256,[760],[1374],5
1784,1860,[1050],[1369],3
1325,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",3
249,2180,[1167],"[1374, 1472, 1398]",3
2388,932,[389],"[1360, 1551]",1
4731,1832,[1035],[1369],4
3515,552,[386],[1366],3
4700,287,[208],[1385],5
5571,2001,[912],[1374],4
4638,2603,[1329],"[1377, 1457, 1409, 1360]",3
4295,1096,[34],[1394],3
2750,1939,[643],"[1418, 1470, 1522]",4
5369,1833,[1036],[1398],2
804,1691,[543],"[1369, 1487, 1370]",5
5278,1898,[1063],[1360],4
5061,1165,[715],"[1473, 1380, 1379, 1377]",4
4876,2647,[175],[1369],3
5150,425,[308],"[1457, 1401, 1387, 1457]",4
4276,1853,[170],"[1363, 1482, 1401]",5
2845,1575,[165],[1398],3
192,1398,[822],"[1540, 1594, 1568, 1527]",4
1141,1387,[352],[1398],5
5300,1685,[57],[1398],4
1376,2594,[645],"[1377, 1457, 1380, 1481, 1464]",5
4273,1298,[672],[1562],4
2915,812,[165],[1499],3
1448,1201,[522],[1472],4
2621,2451,[339],[1363],4
4131,1297,[672],[1562],4
3406,360,[264],[1360],4
1069,2513,[72],[1383],2
82,623,[429],"[1377, 1409, 1360]",3
4175,382,[125],[1411],5
5548,63,[50],[1398],3
3560,528,[370],[1366],5
1546,400,[295],"[1372, 1418, 1495, 1417]",3
1965,30,[28],[1404],4
2739,1436,[505],[1398],3
4319,751,[496],"[1360, 1377, 1379]",4
5073,1597,[496],"[1360, 1457, 1380]",3
5072,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",5
4743,458,[327],"[1426, 1376]",3
2570,2123,[1146],"[1387, 1383]",3
314,1228,[747],[1427],4
3607,2468,[967],"[1457, 1622, 1654, 1455, 1587]",5
2224,1922,[1071],[1401],4
3353,480,[341],[1374],5
2989,37,[34],"[1394, 1382, 1361, 1407, 1398, 1408]",3
3528,644,[443],"[1457, 1377, 1391, 1418, 1521]",3
5515,333,[211],[1403],4
783,979,[517],"[1363, 1552]",3
1770,1607,[738],[1385],5
2411,72,[50],"[1378, 1398, 1422]",3
3215,981,[175],[1369],4
2567,2269,[170],"[1366, 1482]",4
3057,1605,[931],"[1360, 1401, 1464, 1371]",3
877,985,[633],"[1451, 1401]",4
1401,1103,[691],"[1371, 1428]",4
1132,18,[15],"[1383, 1384, 1385]",4
4331,333,[211],[1403],2
4361,187,[130],"[1398, 1391, 1377, 1418, 1374]",3
2817,2102,[484],[1398],3
5139,1856,[1048],"[1401, 1374, 1398, 1540, 1443]",3
1221,1421,[840],"[1399, 1533, 1360, 1398]",3
4943,697,[471],"[1464, 1399, 1360]",3
2251,1977,[1081],"[1388, 1377, 1473, 1370, 1376, 1517]",4
3680,2447,[339],[1363],5
1544,74,[50],[1398],3
2260,488,[126],"[1369, 1456]",5
4630,1575,[165],[1398],4
2490,608,[328],[1360],3
625,430,[310],[1410],4
3378,1590,[25],"[1360, 1464, 1380]",4
3498,1495,[180],"[1468, 1382]",5
5025,940,[606],"[1363, 1494]",3
2641,249,[174],"[1398, 1385]",4
1972,2459,[967],"[1406, 1360, 1622, 1455]",2
3075,93,[58],[1360],5
4170,1430,[711],"[1486, 1363, 1539]",5
3967,2436,[1266],"[1366, 1454]",4
3996,1575,[165],[1398],3
4433,232,[163],"[1466, 1375]",4
1234,2152,[496],[1642],4
4862,1114,[174],[1385],3
3048,2233,[126],[1363],3
3359,2143,[1157],"[1401, 1374, 1377, 1457, 1369]",5
5463,293,[1],[1432],4
1549,1801,[515],"[1457, 1360, 1528, 1377]",4
3932,1421,[840],"[1399, 1533, 1360, 1398]",3
3194,493,[93],[1369],4
5236,2594,[645],"[1377, 1457, 1380, 1481, 1464]",5
5077,2537,[139],[1616],4
2883,181,[126],"[1369, 1456]",3
1711,808,[105],[1363],3
2100,2462,[321],[1366],2
2124,608,[328],[1360],4
451,1904,[1066],"[1457, 1540, 1360, 1568, 1380]",3
1922,342,[249],[1398],4
1660,67,[50],[1398],4
1358,817,[285],[1363],3
3526,1755,[1004],[1366],4
998,1398,[822],"[1540, 1594, 1568, 1527]",3
1182,139,[94],"[1360, 1374, 1377, 1374]",4
2496,638,[420],[1403],3
4000,111,[74],[1432],4
2479,1458,[858],"[1417, 1438, 1416]",4
1771,158,[107],"[1370, 1376]",2
2820,365,[269],[1383],5
3258,430,[310],[1410],5
3969,2232,[77],"[1487, 1398]",4
3308,244,[170],"[1398, 1363, 1409, 1401]",5
3082,2572,[1314],[1370],5
923,811,[165],[1366],4
3286,2329,[1228],"[1530, 1360, 1464, 1457]",4
4470,1388,[352],[1398],4
3237,831,[544],"[1464, 1398, 1540]",4
5127,2132,"[1153, 1154, 186]",[1366],4
1753,342,[249],[1398],3
3501,1856,[1048],"[1401, 1374, 1398, 1540, 1443]",3
1038,63,[50],[1398],4
1351,2325,[1226],[1472],3
3481,2604,[142],[1360],4
2148,18,[15],"[1383, 1384, 1385]",4
3161,99,[62],"[1390, 1378, 1424]",5
4475,2153,[988],[1398],3
648,65,[50],[1398],5
2213,2594,[645],"[1377, 1457, 1380, 1481, 1464]",5
3306,2510,[15],"[1457, 1380, 1377, 1418, 1481]",4
4536,725,[149],[1363],5
3069,969,[622],[1374],4
5555,1888,[767],"[1450, 1457, 1399, 1398, 1380, 1540]",5
4430,430,[310],[1410],2
4042,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",4
3624,1662,[965],[1360],5
820,1335,[802],"[1401, 1387, 1441, 1360, 1539]",1
923,1298,[672],[1562],2
1104,2475,[814],"[1360, 1584, 1445, 1377, 1402]",3
1702,608,[328],[1360],3
3757,2088,[1134],[1363],3
2945,1891,[484],"[1457, 1398, 1363]",3
935,597,[413],[1363],5
4145,591,[413],[1363],4
682,1479,[144],"[1394, 1363]",4
2730,1930,[1075],"[1444, 1374, 1361]",3
4844,999,[641],"[1540, 1457]",4
190,397,[294],"[1413, 1457, 1399, 1377]",4
4126,2501,[932],"[1457, 1377, 1481, 1360, 1380]",5
5292,650,[448],[1532],5
3892,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",1
4791,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",5
2724,1868,[126],[1623],5
5398,2526,[120],[1363],4
2911,2464,[967],"[1457, 1406, 1622, 1383, 1455]",2
5295,2201,[360],"[1464, 1398, 1440, 1378, 1419]",3
5439,852,[554],"[1439, 1546, 1398]",4
2151,2632,[715],"[1661, 1445]",4
4503,1063,[155],[1410],4
1143,2066,[1124],"[1372, 1438, 1418, 1417]",3
1018,2624,"[1338, 1339]","[1432, 1421]",5
5547,488,[126],"[1369, 1456]",5
2296,1607,[738],[1385],3
4567,2647,[175],[1369],5
2006,1804,[1024],[1360],5
1849,2040,"[543, 50]","[1390, 1398, 1370]",5
3178,64,[50],[1398],5
3579,1387,[352],[1398],5
5085,1863,[1052],[1464],5
2937,93,[58],[1360],5
2818,2,[1],"[1363, 1364, 1365]",5
2480,1916,[542],"[1371, 1414, 1438, 1388]",3
2050,1909,[93],"[1369, 1398]",3
3178,1457,"[856, 857]","[1411, 1378, 1369, 1388]",5
554,1046,[664],"[1360, 1383, 1490]",3
4805,1148,[118],"[1401, 1387, 1443, 1441, 1451]",4
4743,2594,[645],"[1377, 1457, 1380, 1481, 1464]",4
2108,641,[441],"[1457, 1377, 1379, 1380, 1360]",5
2524,1264,[436],[1401],3
4131,908,[588],"[1450, 1360]",4
1343,458,[327],"[1426, 1376]",5
4854,2469,[967],"[1387, 1383]",3
1058,2462,[321],[1366],3
1718,855,[557],[1403],4
1264,1520,[21],[1445],5
407,602,[62],"[1439, 1378, 1424]",5
4160,812,[165],[1499],4
328,18,[15],"[1383, 1384, 1385]",5
3634,733,[485],"[1378, 1398, 1374, 1424]",4
3277,141,[96],"[1394, 1427]",3
4813,2475,[814],"[1360, 1584, 1445, 1377, 1402]",4
3033,1741,[968],[1624],3
443,954,[420],"[1473, 1379, 1457]",4
526,1437,[505],[1366],5
648,6,[0],"[1360, 1361, 1362]",5
116,2108,[543],[1369],5
4504,453,[264],[1360],3
827,2097,[411],"[1363, 1364]",3
1765,1835,[324],[1403],4
511,315,[231],[1402],4
5552,595,[177],[1363],2
765,63,[50],[1398],2
3104,2166,[235],"[1479, 1401, 1376]",3
3192,1840,[143],"[1457, 1517, 1409, 1377]",4
2227,2459,[967],"[1406, 1360, 1622, 1455]",2
3202,2345,[29],[1473],3
5274,2306,[1219],[1439],5
2242,2052,[321],[1366],2
5014,1293,[296],[1383],5
492,1914,[898],[1392],3
1049,506,[359],[1366],4
1185,195,[64],"[1401, 1383]",5
283,26,[24],[1361],3
2714,2322,[1225],[1360],5
3297,65,[50],[1398],4
4413,2624,"[1338, 1339]","[1432, 1421]",4
2129,62,[50],[1398],4
2850,1297,[672],[1562],4
1005,1086,[408],"[1401, 1383]",3
2041,961,[618],[1394],4
1038,2427,[144],[1432],5
3270,882,[571],"[1479, 1396, 1494, 1385]",4
5115,2053,[672],[1390],3
3359,2316,[1222],[1411],3
29,1632,[573],[1369],3
2115,574,[400],"[1419, 1464, 1377]",5
1877,1887,[838],"[1399, 1385]",5
3184,1890,[651],"[1374, 1457, 1539, 1398, 1363]",5
989,375,[278],"[1377, 1457, 1374, 1360, 1380]",4
2975,634,[280],[1375],5
453,2040,"[543, 50]","[1390, 1398, 1370]",5
1324,919,[25],[1361],2
2224,1344,"[672, 807]","[1378, 1424, 1372, 1475, 1409]",4
489,2514,[35],"[1457, 1449, 1377, 1360, 1409, 1527]",3
72,243,[89],[1374],3
5096,413,[301],[1401],4
5082,2394,[15],"[1385, 1648]",4
5369,2620,[1336],[1383],3
1402,2421,[144],"[1363, 1492, 1398]",4
2471,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",5
85,354,[149],[1363],3
2291,2443,[1268],[1401],4
2441,1410,[759],[1383],4
3699,345,[252],[1403],3
1117,242,[169],"[1402, 1377, 1378, 1380]",5
3600,1984,[779],"[1457, 1540, 1568, 1376, 1401]",4
1473,18,[15],"[1383, 1384, 1385]",4
1544,57,[50],[1398],3
4515,2182,[714],"[1457, 1378, 1568, 1540, 1399]",4
1206,2404,[817],"[1650, 1454]",4
83,1264,[436],[1401],4
2803,2184,[1168],[1439],3
2745,1926,[1073],[1425],4
4688,1241,[191],[1398],3
3140,1388,[352],[1398],3
1658,2422,[144],[1400],5
2335,65,[50],[1398],4
234,70,[50],[1398],4
2841,1478,[868],"[1394, 1398]",2
3056,1700,[294],"[1380, 1457, 1377, 1413, 1568]",5
2691,576,[402],[1369],4
2128,1797,[685],"[1540, 1568, 1409, 1464]",3
1440,1273,[612],"[1540, 1380, 1568, 1379]",2
4957,2545,[477],[1366],3
3349,2187,[126],"[1369, 1456]",2
1540,1055,[669],[1561],2
3173,1313,[792],"[1374, 1360, 1556]",3
179,1551,[390],"[1360, 1361]",5
982,924,[129],"[1377, 1457, 1360, 1379]",5
3912,1420,[839],"[1427, 1598]",4
5464,247,[163],"[1466, 1375]",4
4053,2616,[663],"[1450, 1457, 1377, 1380]",4
4357,18,[15],"[1383, 1384, 1385]",4
426,1054,[667],"[1521, 1540, 1379, 1457]",2
4032,1421,[840],"[1399, 1533, 1360, 1398]",4
4455,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",1
1456,1174,[396],"[1409, 1464, 1360, 1380]",3
4519,1859,[505],"[1401, 1374, 1398, 1443, 1539]",4
4296,2350,[952],[1369],3
3563,1595,[924],"[1374, 1521, 1378, 1369]",5
2078,1403,[829],"[1540, 1597, 1568, 1380]",3
3536,2510,[15],"[1457, 1380, 1377, 1418, 1481]",4
2269,168,[117],"[1361, 1360]",2
1070,2018,[158],[1374],4
1057,858,[177],[1363],5
5401,1076,[314],"[1401, 1398]",3
2971,2172,[235],"[1479, 1401, 1376]",5
309,1293,[296],[1383],5
1956,995,[637],"[1360, 1392]",4
1342,2547,[1251],"[1414, 1438, 1378, 1449, 1371]",4
994,509,[361],"[1457, 1401, 1409, 1380]",3
1358,63,[50],[1398],4
636,1565,[407],[1363],2
807,1968,[571],"[1370, 1457, 1377, 1418, 1398, 1473]",5
1195,544,[380],"[1360, 1419, 1402, 1457]",4
4541,1776,[240],[1383],5
843,68,[50],[1398],4
2320,65,[50],[1398],4
951,1840,[143],"[1457, 1517, 1409, 1377]",4
1435,499,[126],"[1449, 1418, 1470, 1377, 1438]",5
2661,771,[509],"[1401, 1443, 1424, 1378]",4
4622,2429,[144],"[1405, 1394, 1363, 1492, 1393, 1400]",5
807,943,[372],[1411],3
1626,903,[585],"[1377, 1481, 1360, 1457]",5
3784,70,[50],[1398],5
1813,541,[370],[1366],4
3169,1597,[496],"[1360, 1457, 1380]",5
3018,249,[174],"[1398, 1385]",5
1399,243,[89],[1374],4
2333,2466,[1272],[1438],5
4900,2414,[816],"[1363, 1374, 1494]",1
3425,458,[327],"[1426, 1376]",5
1431,2115,[1143],"[1439, 1438, 1475]",5
24,2535,[139],"[1457, 1401, 1441, 1443, 1387]",5
3170,2204,[360],"[1464, 1398, 1440, 1378, 1419]",4
4719,2304,[1218],"[1394, 1492]",1
1037,1326,[336],[1403],4
3890,1297,[672],[1562],3
839,2028,[404],[1398],3
2622,25,[23],"[1397, 1398, 1399, 1400]",3
1480,1950,[876],[1360],2
4134,180,[126],"[1369, 1456]",3
601,1264,[436],[1401],3
5529,15,[12],[1374],4
2209,618,[425],"[1480, 1377]",5
2861,2141,[353],[1369],3
1507,2461,[1271],"[1653, 1398]",4
2322,77,[50],[1398],4
4705,202,[9],"[1375, 1376]",3
4081,642,[442],[1457],5
1532,999,[641],"[1540, 1457]",3
2409,1236,[528],"[1360, 1517, 1521, 1531]",5
1329,1279,[774],"[1530, 1540, 1360, 1568, 1377]",4
2494,249,[174],"[1398, 1385]",3
2592,1863,[1052],[1464],4
2140,112,[75],"[1433, 1398, 1370]",5
4528,1921,[1070],"[1360, 1457, 1517, 1449]",4
3684,548,[384],"[1518, 1464, 1380]",5
974,654,[275],"[1446, 1383]",4
3650,1711,[533],[1494],4
1098,2170,[235],"[1479, 1401, 1376]",5
2307,1482,[672],[1562],4
800,2,[1],"[1363, 1364, 1365]",3
4453,2293,[1216],"[1530, 1521, 1409, 1540]",3
44,1386,[352],"[1590, 1398]",4
3632,56,[50],[1398],4
3951,2636,[246],[1362],3
4032,999,[641],"[1540, 1457]",4
1279,1856,[1048],"[1401, 1374, 1398, 1540, 1443]",2
5467,1834,[1037],[1470],3
561,488,[126],"[1369, 1456]",3
2952,1597,[496],"[1360, 1457, 1380]",4
2245,100,[63],"[1398, 1360, 1363]",4
1752,1377,[386],[1366],5
538,2482,[1279],[1363],4
2096,2409,[1258],"[1517, 1438]",5
4473,2649,[525],"[1398, 1374, 1369, 1360]",3
3536,1318,[795],"[1371, 1388, 1414, 1438]",4
4827,389,[287],"[1405, 1394, 1361, 1370]",4
3942,1543,[894],[1608],4
1324,2304,[1218],"[1394, 1492]",3
46,1597,[496],"[1360, 1457, 1380]",1
1855,2014,[1105],[1387],4
3974,2485,[476],[1366],2
3751,1772,[4],"[1451, 1401]",5
1446,1195,[731],"[1460, 1378, 1388, 1424, 1409]",4
757,1662,[965],[1360],5
5299,1863,[1052],[1464],3
1569,360,[264],[1360],4
3339,2632,[715],"[1661, 1445]",4
341,68,[50],[1398],3
429,18,[15],"[1383, 1384, 1385]",4
2067,1208,[738],"[1361, 1401, 1571, 1385]",5
119,1922,[1071],[1401],4
3301,1013,[177],[1401],5
1134,1900,[437],"[1624, 1452]",5
3250,1203,[25],[1361],3
2528,2507,[882],"[1417, 1418, 1449, 1438, 1377, 1372]",3
3116,455,[324],"[1438, 1425, 1378, 1409, 1409]",4
3694,1520,[21],[1445],5
5336,653,[248],"[1434, 1363, 1533, 1486, 1534]",3
1726,1001,[54],"[1377, 1379, 1556, 1557]",4
1602,919,[25],[1361],4
355,2330,[1229],[1393],4
2140,2678,[2],[1366],4
4515,2632,[715],"[1661, 1445]",5
4601,2075,[1126],"[1540, 1568, 1379, 1380]",3
2826,243,[89],[1374],4
4020,2618,[522],"[1450, 1374, 1369, 1464]",4
4025,1055,[669],[1561],4
3764,1363,[533],"[1370, 1421, 1494]",5
4211,1055,[669],[1561],5
2319,2540,[139],[1616],3
1525,2501,[932],"[1457, 1377, 1481, 1360, 1380]",5
540,269,[186],[1398],4
3730,1329,[801],"[1418, 1449, 1417, 1373, 1372, 1438]",4
4220,430,[310],[1410],5
42,2653,[1073],[1425],4
3000,426,[291],[1499],5
4664,2632,[715],"[1661, 1445]",5
1283,1927,[1074],"[1360, 1398, 1370, 1376, 1401]",2
2144,1900,[437],"[1624, 1452]",4
1540,1299,[781],"[1540, 1530, 1581, 1509]",4
2255,64,[50],[1398],5
2735,1933,[1077],[1360],5
5357,597,[413],[1363],4
1629,1141,[543],[1398],3
1924,2429,[144],"[1405, 1394, 1363, 1492, 1393, 1400]",5
3671,2146,[1159],[1369],5
2535,70,[50],[1398],4
2619,2573,[96],"[1403, 1567]",5
796,2460,[967],"[1622, 1393, 1455]",5
2862,1912,[1045],[1363],4
4717,1076,[314],"[1401, 1398]",4
3720,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",3
952,2107,[107],"[1398, 1376]",5
3271,2468,[967],"[1457, 1622, 1654, 1455, 1587]",3
3842,477,[340],"[1419, 1464, 1378]",5
4854,1227,[339],[1363],3
2395,2429,[144],"[1405, 1394, 1363, 1492, 1393, 1400]",5
3698,2547,[1251],"[1414, 1438, 1378, 1449, 1371]",1
3309,1890,[651],"[1374, 1457, 1539, 1398, 1363]",5
420,2669,[404],[1398],4
1219,479,[340],"[1419, 1457, 1378, 1424]",3
5170,843,[550],[1363],4
3986,195,[64],"[1401, 1383]",4
1513,2053,[672],[1390],5
1752,1711,[533],[1494],5
3390,2362,[1106],"[1419, 1424, 1540, 1378, 1464]",5
117,1863,[1052],[1464],5
933,2144,[1158],[1398],4
2066,1215,[191],[1398],4
4988,1059,[672],[1562],5
766,1886,[65],[1366],4
2160,1905,[1067],"[1457, 1370, 1398, 1540, 1568, 1568]",4
2115,2428,[144],"[1492, 1400]",4
1579,2167,[235],"[1479, 1401, 1376]",4
1324,849,[310],"[1453, 1432]",3
5029,1265,[433],[1360],4
3728,2350,[952],[1369],3
1899,1433,[250],[1413],5
4414,1691,[543],"[1369, 1487, 1370]",4
4965,1887,[838],"[1399, 1385]",1
4207,1354,[250],"[1374, 1413, 1369, 1464, 1360]",5
1784,1711,[533],[1494],3
4214,1705,[983],"[1366, 1369]",4
1642,340,[242],"[1457, 1398]",3
2499,1902,[542],"[1448, 1473]",4
2735,773,[0],"[1360, 1361, 1362]",4
4119,508,[360],"[1361, 1401, 1370]",3
1436,46,[43],"[1403, 1413, 1412, 1378]",4
578,2297,[824],"[1592, 1403]",4
1156,1748,[1001],[1552],4
559,2590,[1323],[1366],3
565,65,[50],[1398],3
3397,88,[53],"[1411, 1378, 1425]",4
5018,812,[165],[1499],5
4199,2454,[476],"[1366, 1635]",1
1287,966,[372],[1411],4
2634,1743,[702],[1398],5
4348,2485,[476],[1366],4
4042,2162,[1165],[1398],5
1705,1433,[250],[1413],5
89,2525,[1295],"[1366, 1369]",4
5113,1203,[25],[1361],5
1250,1472,[865],[1606],5
1377,1887,[838],"[1399, 1385]",4
3174,506,[359],[1366],5
229,801,[530],[1376],5
5045,1439,[849],[1465],2
170,2200,[941],[1369],2
1449,1367,[814],"[1540, 1360, 1527, 1393]",4
5349,1055,[669],[1561],2
3761,921,[595],[1531],5
1433,880,[324],"[1438, 1425, 1378, 1409, 1411]",4
4628,2390,[407],"[1560, 1385]",4
2945,2669,[404],[1398],2
53,932,[389],"[1360, 1551]",4
2794,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",4
5499,2121,[1145],[1438],4
4483,1967,[1089],[1367],5
1560,116,[75],"[1433, 1401, 1370]",1
4783,1042,[666],[1370],5
3988,142,[97],"[1401, 1387, 1441, 1383, 1360]",2
392,1385,[96],"[1473, 1413, 1540, 1449, 1568]",4
810,535,[377],"[1373, 1449, 1517]",3
2362,2653,[1073],[1425],4
4283,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",4
3229,591,[413],[1363],2
4270,2130,[1152],[1369],4
1009,1236,[528],"[1360, 1517, 1521, 1531]",5
2319,1189,[161],[1465],4
1495,1322,[797],"[1464, 1398, 1556, 1419, 1434, 1363]",3
5334,1615,[934],[1510],5
4687,2304,[1218],"[1394, 1492]",2
5170,2308,[1214],"[1378, 1473, 1379, 1425, 1424]",5
193,837,[548],"[1482, 1362]",4
3876,891,[368],[1398],5
1609,92,[57],[1363],5
2791,932,[389],"[1360, 1551]",5
2587,1545,[390],"[1360, 1361]",2
2221,200,[141],"[1460, 1461, 1411, 1371]",3
5353,812,[165],[1499],3
3930,1328,[800],"[1468, 1472]",4
4683,929,[600],"[1377, 1457, 1360, 1409]",5
2122,187,[130],"[1398, 1391, 1377, 1418, 1374]",5
1714,1328,[800],"[1468, 1472]",5
4119,501,[356],[1366],2
3162,1581,[916],[1366],4
2921,2251,[702],[1366],3
2429,1013,[177],[1401],4
940,1219,[339],"[1482, 1398]",5
1267,1386,[352],"[1590, 1398]",3
1853,2445,[339],[1363],4
3307,995,[637],"[1360, 1392]",2
2343,643,[420],"[1457, 1377, 1379, 1380]",3
3044,517,[197],[1424],5
5486,1194,[730],"[1372, 1417, 1425, 1473]",3
719,1350,[810],"[1419, 1540, 1464]",3
1202,2461,[1271],"[1653, 1398]",4
4068,1894,[1061],"[1457, 1360, 1459, 1450, 1413]",4
4098,850,[545],"[1371, 1417, 1418, 1416]",3
4957,1437,[505],[1366],4
4529,1741,[968],[1624],4
2343,2499,[15],"[1377, 1457, 1481, 1418]",4
374,932,[389],"[1360, 1551]",3
2455,67,[50],[1398],3
3928,2053,[672],[1390],4
2420,273,[191],"[1366, 1472]",4
602,360,[264],[1360],3
2196,90,[55],"[1427, 1374]",5
5122,771,[509],"[1401, 1443, 1424, 1378]",4
1537,60,[50],[1398],4
755,597,[413],[1363],5
5192,400,[295],"[1372, 1418, 1495, 1417]",1
2959,919,[25],[1361],4
18,2378,[533],[1363],4
1764,1888,[767],"[1450, 1457, 1399, 1398, 1380, 1540]",5
3934,306,[225],[1363],4
1439,238,[163],"[1466, 1375]",4
3421,2019,[159],"[1401, 1387]",3
5148,180,[126],"[1369, 1456]",5
1296,191,[134],"[1380, 1458, 1377, 1457]",4
5276,72,[50],"[1378, 1398, 1422]",4
287,1059,[672],[1562],5
2214,1231,[748],[1432],5
179,2622,[1337],[1374],4
25,2460,[967],"[1622, 1393, 1455]",5
5488,2225,[1177],"[1416, 1438, 1417, 1377]",3
4097,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",5
1671,2050,[107],"[1398, 1376]",4
2830,2087,[152],[1369],4
1653,2618,[522],"[1450, 1374, 1369, 1464]",5
2067,64,[50],[1398],4
1895,2678,[2],[1366],3
3529,1283,[635],[1426],4
4383,1934,[20],[1408],4
5255,1169,[719],"[1443, 1531, 1401, 1377]",4
2488,183,[127],[1452],2
5325,1155,[710],"[1439, 1363]",3
3100,659,[156],[1454],5
4990,67,[50],[1398],4
5422,582,[406],"[1414, 1378, 1377]",5
4353,2453,[4],"[1451, 1401]",4
3334,752,[496],"[1360, 1377, 1379, 1380]",4
1156,1366,[321],[1366],4
381,1298,[672],[1562],3
3850,979,[517],"[1363, 1552]",5
4705,1,[0],"[1360, 1361, 1362]",5
5026,1062,[673],[1398],3
4726,405,[264],[1360],4
2390,66,[50],[1398],3
2509,833,"[466, 546]","[1363, 1398]",3
3711,2538,[139],[1616],4
2703,15,[12],[1374],4
884,2313,[1220],[1457],4
3794,35,[32],[1376],4
3796,2497,[1284],"[1360, 1370, 1380, 1393]",4
4317,853,[555],"[1360, 1457, 1393]",3
5379,2465,[967],"[1457, 1406, 1622, 1455]",3
1165,2255,[414],"[1378, 1439, 1424]",4
2879,1055,[669],[1561],5
4315,1343,[806],"[1418, 1417, 1372, 1540, 1379, 1387]",0
4746,648,[126],"[1369, 1456]",5
4035,2428,[144],"[1492, 1400]",4
4016,1778,[1008],[1363],4
4314,1298,[672],[1562],4
5448,1922,[1071],[1401],3
4892,1414,[714],"[1540, 1378, 1379, 1424]",5
1881,1433,[250],[1413],5
59,1711,[533],[1494],5
